entity,code,date,total_covid_19_tests,total_confirmed_cases_of_covid_19_cases
Russia,RUS,2020-02-12,,2
Russia,RUS,2020-02-13,,2
Russia,RUS,2020-02-14,,2
Russia,RUS,2020-02-15,,2
Russia,RUS,2020-02-16,,2
Russia,RUS,2020-02-17,,2
Russia,RUS,2020-02-18,,2
Russia,RUS,2020-02-19,,2
Russia,RUS,2020-02-20,,2
Russia,RUS,2020-02-21,,2
Russia,RUS,2020-02-22,,2
Russia,RUS,2020-02-23,,2
Russia,RUS,2020-02-24,,2
Russia,RUS,2020-02-25,,2
Russia,RUS,2020-02-26,,2
Russia,RUS,2020-02-27,,2
Russia,RUS,2020-02-28,,2
Russia,RUS,2020-02-29,,2
Russia,RUS,2020-03-01,,2
Russia,RUS,2020-03-02,,2
Russia,RUS,2020-03-03,,3
Russia,RUS,2020-03-04,,4
Russia,RUS,2020-03-07,,10
Russia,RUS,2020-03-10,,10
Russia,RUS,2020-03-12,,25
Russia,RUS,2020-03-13,,30
Russia,RUS,2020-03-14,,45
Russia,RUS,2020-03-15,,59
Russia,RUS,2020-03-16,,63
Russia,RUS,2020-03-17,,93
Russia,RUS,2020-03-18,,114
Russia,RUS,2020-03-19,143519,147
Russia,RUS,2020-03-20,,199
Russia,RUS,2020-03-21,,253
Russia,RUS,2020-03-22,,306
Russia,RUS,2020-03-23,,438
Russia,RUS,2020-03-24,,438
Russia,RUS,2020-03-25,,495
Russia,RUS,2020-03-26,,658
Rwanda,RWA,2020-03-15,,1
Rwanda,RWA,2020-03-16,,5
Rwanda,RWA,2020-03-17,,5
Rwanda,RWA,2020-03-18,,7
Rwanda,RWA,2020-03-19,,11
Rwanda,RWA,2020-03-20,,11
Rwanda,RWA,2020-03-21,,17
Rwanda,RWA,2020-03-22,,17
Rwanda,RWA,2020-03-23,,19
Rwanda,RWA,2020-03-24,,36
Rwanda,RWA,2020-03-25,,40
Rwanda,RWA,2020-03-26,,41
Saint Kitts and Nevis,KNA,2020-03-26,,2
Saint Lucia,LCA,2020-03-15,,2
Saint Lucia,LCA,2020-03-16,,2
Saint Lucia,LCA,2020-03-17,,2
Saint Lucia,LCA,2020-03-18,,2
Saint Lucia,LCA,2020-03-19,,2
Saint Lucia,LCA,2020-03-20,,2
Saint Lucia,LCA,2020-03-21,,2
Saint Lucia,LCA,2020-03-22,,2
Saint Lucia,LCA,2020-03-23,,2
Saint Lucia,LCA,2020-03-24,,2
Saint Lucia,LCA,2020-03-25,,2
Saint Lucia,LCA,2020-03-26,,3
Saint Vincent and the Grenadines,VCT,2020-03-13,,1
Saint Vincent and the Grenadines,VCT,2020-03-25,,1
Saint Vincent and the Grenadines,VCT,2020-03-26,,1
San Marino,SMR,2019-12-31,,0
San Marino,SMR,2020-01-01,,0
San Marino,SMR,2020-01-02,,0
San Marino,SMR,2020-01-03,,0
San Marino,SMR,2020-01-04,,0
San Marino,SMR,2020-01-05,,0
San Marino,SMR,2020-01-06,,0
San Marino,SMR,2020-01-07,,0
San Marino,SMR,2020-01-08,,0
San Marino,SMR,2020-01-09,,0
San Marino,SMR,2020-01-10,,0
San Marino,SMR,2020-01-11,,0
San Marino,SMR,2020-01-12,,0
San Marino,SMR,2020-01-13,,0
San Marino,SMR,2020-01-14,,0
San Marino,SMR,2020-01-15,,0
San Marino,SMR,2020-01-16,,0
San Marino,SMR,2020-01-17,,0
San Marino,SMR,2020-01-18,,0
San Marino,SMR,2020-01-19,,0
San Marino,SMR,2020-01-20,,0
San Marino,SMR,2020-01-21,,0
San Marino,SMR,2020-01-22,,0
San Marino,SMR,2020-01-23,,0
San Marino,SMR,2020-01-24,,0
San Marino,SMR,2020-01-25,,0
San Marino,SMR,2020-01-26,,0
San Marino,SMR,2020-01-27,,0
San Marino,SMR,2020-01-28,,0
San Marino,SMR,2020-01-29,,0
San Marino,SMR,2020-01-30,,0
San Marino,SMR,2020-01-31,,0
San Marino,SMR,2020-02-01,,0
San Marino,SMR,2020-02-02,,0
San Marino,SMR,2020-02-03,,0
San Marino,SMR,2020-02-04,,0
San Marino,SMR,2020-02-05,,0
San Marino,SMR,2020-02-06,,0
San Marino,SMR,2020-02-07,,0
San Marino,SMR,2020-02-08,,0
San Marino,SMR,2020-02-09,,0
San Marino,SMR,2020-02-10,,0
San Marino,SMR,2020-02-11,,0
San Marino,SMR,2020-02-12,,0
San Marino,SMR,2020-02-13,,0
San Marino,SMR,2020-02-14,,0
San Marino,SMR,2020-02-15,,0
San Marino,SMR,2020-02-16,,0
San Marino,SMR,2020-02-17,,0
San Marino,SMR,2020-02-18,,0
San Marino,SMR,2020-02-19,,0
San Marino,SMR,2020-02-20,,0
San Marino,SMR,2020-02-21,,0
San Marino,SMR,2020-02-22,,0
San Marino,SMR,2020-02-23,,0
San Marino,SMR,2020-02-24,,0
San Marino,SMR,2020-02-25,,0
San Marino,SMR,2020-02-26,,0
San Marino,SMR,2020-02-27,,0
San Marino,SMR,2020-02-28,,1
San Marino,SMR,2020-02-29,,1
San Marino,SMR,2020-03-01,,1
San Marino,SMR,2020-03-02,,8
San Marino,SMR,2020-03-04,,10
San Marino,SMR,2020-03-05,,15
San Marino,SMR,2020-03-06,,22
San Marino,SMR,2020-03-07,,23
San Marino,SMR,2020-03-08,,26
San Marino,SMR,2020-03-09,,37
San Marino,SMR,2020-03-10,,49
San Marino,SMR,2020-03-11,,62
San Marino,SMR,2020-03-12,,66
San Marino,SMR,2020-03-13,,67
San Marino,SMR,2020-03-14,,73
San Marino,SMR,2020-03-15,,92
San Marino,SMR,2020-03-16,,98
San Marino,SMR,2020-03-17,,102
San Marino,SMR,2020-03-18,,104
San Marino,SMR,2020-03-19,,109
San Marino,SMR,2020-03-20,,126
San Marino,SMR,2020-03-21,,151
San Marino,SMR,2020-03-22,,151
San Marino,SMR,2020-03-23,,151
San Marino,SMR,2020-03-24,,187
San Marino,SMR,2020-03-25,,187
San Marino,SMR,2020-03-26,,208
Saudi Arabia,SAU,2020-03-03,,1
Saudi Arabia,SAU,2020-03-06,,5
Saudi Arabia,SAU,2020-03-08,,7
Saudi Arabia,SAU,2020-03-09,,11
Saudi Arabia,SAU,2020-03-10,,15
Saudi Arabia,SAU,2020-03-11,,20
Saudi Arabia,SAU,2020-03-12,,45
Saudi Arabia,SAU,2020-03-13,,62
Saudi Arabia,SAU,2020-03-14,,86
Saudi Arabia,SAU,2020-03-15,,86
Saudi Arabia,SAU,2020-03-16,,118
Saudi Arabia,SAU,2020-03-17,,133
Saudi Arabia,SAU,2020-03-18,,133
Saudi Arabia,SAU,2020-03-19,,171
Saudi Arabia,SAU,2020-03-20,,238
Saudi Arabia,SAU,2020-03-21,,274
Saudi Arabia,SAU,2020-03-22,,392
Saudi Arabia,SAU,2020-03-23,,511
Saudi Arabia,SAU,2020-03-24,,562
Saudi Arabia,SAU,2020-03-25,,767
Saudi Arabia,SAU,2020-03-26,,900
Senegal,SEN,2020-03-03,,1
Senegal,SEN,2020-03-05,,3
Senegal,SEN,2020-03-06,,4
Senegal,SEN,2020-03-13,,6
Senegal,SEN,2020-03-14,,19
Senegal,SEN,2020-03-15,,21
Senegal,SEN,2020-03-16,,26
Senegal,SEN,2020-03-17,,27
Senegal,SEN,2020-03-18,,31
Senegal,SEN,2020-03-19,,36
Senegal,SEN,2020-03-20,,36
Senegal,SEN,2020-03-21,,47
Senegal,SEN,2020-03-22,,56
Senegal,SEN,2020-03-23,,67
Senegal,SEN,2020-03-24,,79
Senegal,SEN,2020-03-25,,86
Senegal,SEN,2020-03-26,,99
Serbia,SRB,2020-03-07,,1
Serbia,SRB,2020-03-11,,5
Serbia,SRB,2020-03-12,,18
Serbia,SRB,2020-03-13,,24
Serbia,SRB,2020-03-14,,41
Serbia,SRB,2020-03-15,,46
Serbia,SRB,2020-03-16,,55
Serbia,SRB,2020-03-17,,57
Serbia,SRB,2020-03-18,,72
Serbia,SRB,2020-03-19,,94
Serbia,SRB,2020-03-20,,126
Serbia,SRB,2020-03-21,,135
Serbia,SRB,2020-03-22,,149
Serbia,SRB,2020-03-23,,188
Serbia,SRB,2020-03-24,,222
Serbia,SRB,2020-03-25,,249
Serbia,SRB,2020-03-26,,303
Seychelles,SYC,2020-03-15,,2
Seychelles,SYC,2020-03-16,,3
Seychelles,SYC,2020-03-17,,4
Seychelles,SYC,2020-03-18,,4
Seychelles,SYC,2020-03-19,,6
Seychelles,SYC,2020-03-20,,6
Seychelles,SYC,2020-03-21,,7
Seychelles,SYC,2020-03-22,,7
Seychelles,SYC,2020-03-23,,7
Seychelles,SYC,2020-03-24,,7
Seychelles,SYC,2020-03-25,,7
Seychelles,SYC,2020-03-26,,7
Singapore,SGP,2019-12-31,,0
Singapore,SGP,2020-01-01,,0
Singapore,SGP,2020-01-02,,0
Singapore,SGP,2020-01-03,,0
Singapore,SGP,2020-01-04,,0
Singapore,SGP,2020-01-05,,0
Singapore,SGP,2020-01-06,,0
Singapore,SGP,2020-01-07,,0
Singapore,SGP,2020-01-08,,0
Singapore,SGP,2020-01-09,,0
Singapore,SGP,2020-01-10,,0
Singapore,SGP,2020-01-11,,0
Singapore,SGP,2020-01-12,,0
Singapore,SGP,2020-01-13,,0
Singapore,SGP,2020-01-14,,0
Singapore,SGP,2020-01-15,,0
Singapore,SGP,2020-01-16,,0
Singapore,SGP,2020-01-17,,0
Singapore,SGP,2020-01-18,,0
Singapore,SGP,2020-01-19,,0
Singapore,SGP,2020-01-20,,0
Singapore,SGP,2020-01-21,,0
Singapore,SGP,2020-01-22,,0
Singapore,SGP,2020-01-23,,0
Singapore,SGP,2020-01-24,,3
Singapore,SGP,2020-01-25,,3
Singapore,SGP,2020-01-26,,4
Singapore,SGP,2020-01-27,,4
Singapore,SGP,2020-01-28,,5
Singapore,SGP,2020-01-29,,7
Singapore,SGP,2020-01-30,,10
Singapore,SGP,2020-01-31,,13
Singapore,SGP,2020-02-01,,16
Singapore,SGP,2020-02-02,,18
Singapore,SGP,2020-02-03,,18
Singapore,SGP,2020-02-04,,18
Singapore,SGP,2020-02-05,,24
Singapore,SGP,2020-02-06,,28
Singapore,SGP,2020-02-07,,30
Singapore,SGP,2020-02-08,,33
Singapore,SGP,2020-02-09,,40
Singapore,SGP,2020-02-10,,43
Singapore,SGP,2020-02-11,,45
Singapore,SGP,2020-02-12,,47
Singapore,SGP,2020-02-13,,50
Singapore,SGP,2020-02-14,,58
Singapore,SGP,2020-02-15,,67
Singapore,SGP,2020-02-16,,72
Singapore,SGP,2020-02-17,,75
Singapore,SGP,2020-02-18,,77
Singapore,SGP,2020-02-19,,81
Singapore,SGP,2020-02-20,,84
Singapore,SGP,2020-02-21,,85
Singapore,SGP,2020-02-22,,86
Singapore,SGP,2020-02-23,,89
Singapore,SGP,2020-02-24,,89
Singapore,SGP,2020-02-25,,90
Singapore,SGP,2020-02-26,,91
Singapore,SGP,2020-02-27,,93
Singapore,SGP,2020-02-28,,96
Singapore,SGP,2020-02-29,,98
Singapore,SGP,2020-03-01,,102
Singapore,SGP,2020-03-02,,106
Singapore,SGP,2020-03-03,,108
Singapore,SGP,2020-03-04,,110
Singapore,SGP,2020-03-05,,112
Singapore,SGP,2020-03-06,,117
Singapore,SGP,2020-03-07,,130
Singapore,SGP,2020-03-08,,138
Singapore,SGP,2020-03-09,,150
Singapore,SGP,2020-03-10,,160
Singapore,SGP,2020-03-11,,166
Singapore,SGP,2020-03-12,,178
Singapore,SGP,2020-03-13,,187
Singapore,SGP,2020-03-14,,200
Singapore,SGP,2020-03-15,,214
Singapore,SGP,2020-03-16,,226
Singapore,SGP,2020-03-17,,243
Singapore,SGP,2020-03-18,,266
Singapore,SGP,2020-03-19,,313
Singapore,SGP,2020-03-20,,345
Singapore,SGP,2020-03-21,,385
Singapore,SGP,2020-03-22,,432
Singapore,SGP,2020-03-23,,455
Singapore,SGP,2020-03-24,,509
Singapore,SGP,2020-03-25,,558
Singapore,SGP,2020-03-26,,568
Sint Maarten (Dutch part),SXM,2020-03-03,,1
Sint Maarten (Dutch part),SXM,2020-03-26,,2
Slovakia,SVK,2020-03-07,,1
Slovakia,SVK,2020-03-08,,3
Slovakia,SVK,2020-03-09,,5
Slovakia,SVK,2020-03-11,,7
Slovakia,SVK,2020-03-12,,10
Slovakia,SVK,2020-03-13,,21
Slovakia,SVK,2020-03-14,,30
Slovakia,SVK,2020-03-15,,44
Slovakia,SVK,2020-03-16,,61
Slovakia,SVK,2020-03-17,,84
Slovakia,SVK,2020-03-18,,97
Slovakia,SVK,2020-03-19,,107
Slovakia,SVK,2020-03-20,2707,123
Slovakia,SVK,2020-03-21,,137
Slovakia,SVK,2020-03-22,,178
Slovakia,SVK,2020-03-23,,185
Slovakia,SVK,2020-03-24,,191
Slovakia,SVK,2020-03-25,,204
Slovakia,SVK,2020-03-26,,216
Slovenia,SVN,2020-03-05,,1
Slovenia,SVN,2020-03-06,,6
Slovenia,SVN,2020-03-07,,9
Slovenia,SVN,2020-03-08,,12
Slovenia,SVN,2020-03-09,,16
Slovenia,SVN,2020-03-11,,31
Slovenia,SVN,2020-03-12,,57
Slovenia,SVN,2020-03-13,,96
Slovenia,SVN,2020-03-14,,141
Slovenia,SVN,2020-03-15,,181
Slovenia,SVN,2020-03-16,,219
Slovenia,SVN,2020-03-17,,253
Slovenia,SVN,2020-03-18,,275
Slovenia,SVN,2020-03-19,9860,286
Slovenia,SVN,2020-03-20,,319
Slovenia,SVN,2020-03-21,,341
Slovenia,SVN,2020-03-22,,383
Slovenia,SVN,2020-03-23,,414
Slovenia,SVN,2020-03-24,,442
Slovenia,SVN,2020-03-25,,480
Slovenia,SVN,2020-03-26,,528
Somalia,SOM,2020-03-17,,1
Somalia,SOM,2020-03-18,,1
Somalia,SOM,2020-03-19,,1
Somalia,SOM,2020-03-20,,1
Somalia,SOM,2020-03-21,,1
Somalia,SOM,2020-03-22,,1
Somalia,SOM,2020-03-23,,1
Somalia,SOM,2020-03-24,,1
Somalia,SOM,2020-03-25,,1
Somalia,SOM,2020-03-26,,1
South Africa,ZAF,2020-03-06,,1
South Africa,ZAF,2020-03-08,,2
South Africa,ZAF,2020-03-09,,3
South Africa,ZAF,2020-03-10,,7
South Africa,ZAF,2020-03-12,,13
South Africa,ZAF,2020-03-13,,17
South Africa,ZAF,2020-03-14,,24
South Africa,ZAF,2020-03-15,,24
South Africa,ZAF,2020-03-16,,51
South Africa,ZAF,2020-03-17,,62
South Africa,ZAF,2020-03-18,,85
South Africa,ZAF,2020-03-19,,116
South Africa,ZAF,2020-03-20,6438,150
South Africa,ZAF,2020-03-21,,205
South Africa,ZAF,2020-03-22,,240
South Africa,ZAF,2020-03-23,,274
South Africa,ZAF,2020-03-24,,402
South Africa,ZAF,2020-03-25,,557
South Africa,ZAF,2020-03-26,,709
South Korea,KOR,2019-12-31,,0
South Korea,KOR,2020-01-01,,0
South Korea,KOR,2020-01-02,,0
South Korea,KOR,2020-01-03,,0
South Korea,KOR,2020-01-04,,0
South Korea,KOR,2020-01-05,,0
South Korea,KOR,2020-01-06,,0
South Korea,KOR,2020-01-07,,0
South Korea,KOR,2020-01-08,,0
South Korea,KOR,2020-01-09,,0
South Korea,KOR,2020-01-10,,0
South Korea,KOR,2020-01-11,,0
South Korea,KOR,2020-01-12,,0
South Korea,KOR,2020-01-13,,0
South Korea,KOR,2020-01-14,,0
South Korea,KOR,2020-01-15,,0
South Korea,KOR,2020-01-16,,0
South Korea,KOR,2020-01-17,,0
South Korea,KOR,2020-01-18,,0
South Korea,KOR,2020-01-19,,0
South Korea,KOR,2020-01-20,,1
South Korea,KOR,2020-01-21,,1
South Korea,KOR,2020-01-22,,1
South Korea,KOR,2020-01-23,,1
South Korea,KOR,2020-01-24,,2
South Korea,KOR,2020-01-25,,2
South Korea,KOR,2020-01-26,,3
South Korea,KOR,2020-01-27,,4
South Korea,KOR,2020-01-28,,4
South Korea,KOR,2020-01-29,,4
South Korea,KOR,2020-01-30,,4
South Korea,KOR,2020-01-31,,7
South Korea,KOR,2020-02-01,,12
South Korea,KOR,2020-02-02,,15
South Korea,KOR,2020-02-03,,15
South Korea,KOR,2020-02-04,,16
South Korea,KOR,2020-02-05,,18
South Korea,KOR,2020-02-06,,23
South Korea,KOR,2020-02-07,,24
South Korea,KOR,2020-02-08,,24
South Korea,KOR,2020-02-09,,25
South Korea,KOR,2020-02-10,,27
South Korea,KOR,2020-02-11,,28
South Korea,KOR,2020-02-12,,28
South Korea,KOR,2020-02-13,,28
South Korea,KOR,2020-02-14,,28
South Korea,KOR,2020-02-15,,28
South Korea,KOR,2020-02-16,,29
South Korea,KOR,2020-02-17,,30
South Korea,KOR,2020-02-18,,31
South Korea,KOR,2020-02-19,,46
South Korea,KOR,2020-02-20,,80
South Korea,KOR,2020-02-21,,155
South Korea,KOR,2020-02-22,,345
South Korea,KOR,2020-02-23,,601
South Korea,KOR,2020-02-24,,762
South Korea,KOR,2020-02-25,,892
South Korea,KOR,2020-02-26,,1146
South Korea,KOR,2020-02-27,,1595
South Korea,KOR,2020-02-28,,2022
South Korea,KOR,2020-02-29,,2931
South Korea,KOR,2020-03-01,,3526
South Korea,KOR,2020-03-02,,4212
South Korea,KOR,2020-03-03,,4812
South Korea,KOR,2020-03-04,,5328
South Korea,KOR,2020-03-05,,5766
South Korea,KOR,2020-03-06,,6284
South Korea,KOR,2020-03-07,,6767
South Korea,KOR,2020-03-08,,7134
South Korea,KOR,2020-03-09,,7382
South Korea,KOR,2020-03-10,,7513
South Korea,KOR,2020-03-11,,7755
South Korea,KOR,2020-03-12,,7869
South Korea,KOR,2020-03-13,,7979
South Korea,KOR,2020-03-14,,8086
South Korea,KOR,2020-03-15,,8162
South Korea,KOR,2020-03-16,,8236
South Korea,KOR,2020-03-17,,8320
South Korea,KOR,2020-03-18,,8413
South Korea,KOR,2020-03-19,,8565
South Korea,KOR,2020-03-20,316664,8652
South Korea,KOR,2020-03-21,,8799
South Korea,KOR,2020-03-22,,8897
South Korea,KOR,2020-03-23,,8961
South Korea,KOR,2020-03-24,,9037
South Korea,KOR,2020-03-25,,9137
South Korea,KOR,2020-03-26,,9241
Spain,ESP,2019-12-31,,0
Spain,ESP,2020-01-01,,0
Spain,ESP,2020-01-02,,0
Spain,ESP,2020-01-03,,0
Spain,ESP,2020-01-04,,0
Spain,ESP,2020-01-05,,0
Spain,ESP,2020-01-06,,0
Spain,ESP,2020-01-07,,0
Spain,ESP,2020-01-08,,0
Spain,ESP,2020-01-09,,0
Spain,ESP,2020-01-10,,0
Spain,ESP,2020-01-11,,0
Spain,ESP,2020-01-12,,0
Spain,ESP,2020-01-13,,0
Spain,ESP,2020-01-14,,0
Spain,ESP,2020-01-15,,0
Spain,ESP,2020-01-16,,0
Spain,ESP,2020-01-17,,0
Spain,ESP,2020-01-18,,0
Spain,ESP,2020-01-19,,0
Spain,ESP,2020-01-20,,0
Spain,ESP,2020-01-21,,0
Spain,ESP,2020-01-22,,0
Spain,ESP,2020-01-23,,0
Spain,ESP,2020-01-24,,0
Spain,ESP,2020-01-25,,0
Spain,ESP,2020-01-26,,0
Spain,ESP,2020-01-27,,0
Spain,ESP,2020-01-28,,0
Spain,ESP,2020-01-29,,0
Spain,ESP,2020-01-30,,0
Spain,ESP,2020-01-31,,0
Spain,ESP,2020-02-01,,1
Spain,ESP,2020-02-02,,1
Spain,ESP,2020-02-03,,1
Spain,ESP,2020-02-04,,1
Spain,ESP,2020-02-05,,1
Spain,ESP,2020-02-06,,1
Spain,ESP,2020-02-07,,1
Spain,ESP,2020-02-08,,1
Spain,ESP,2020-02-09,,1
Spain,ESP,2020-02-10,,2
Spain,ESP,2020-02-11,,2
Spain,ESP,2020-02-12,,2
Spain,ESP,2020-02-13,,2
Spain,ESP,2020-02-14,,2
Spain,ESP,2020-02-15,,2
Spain,ESP,2020-02-16,,2
Spain,ESP,2020-02-17,,2
Spain,ESP,2020-02-18,,2
Spain,ESP,2020-02-19,,2
Spain,ESP,2020-02-20,,2
Spain,ESP,2020-02-21,,2
Spain,ESP,2020-02-22,,2
Spain,ESP,2020-02-23,,2
Spain,ESP,2020-02-24,,2
Spain,ESP,2020-02-25,,3
Spain,ESP,2020-02-26,,7
Spain,ESP,2020-02-27,,12
Spain,ESP,2020-02-28,,25
Spain,ESP,2020-02-29,,34
Spain,ESP,2020-03-01,,66
Spain,ESP,2020-03-02,,83
Spain,ESP,2020-03-03,,114
Spain,ESP,2020-03-04,,151
Spain,ESP,2020-03-05,,200
Spain,ESP,2020-03-06,,261
Spain,ESP,2020-03-07,,374
Spain,ESP,2020-03-08,,430
Spain,ESP,2020-03-09,,589
Spain,ESP,2020-03-10,,1204
Spain,ESP,2020-03-11,,1639
Spain,ESP,2020-03-12,,2140
Spain,ESP,2020-03-13,,3004
Spain,ESP,2020-03-14,,4231
Spain,ESP,2020-03-15,,5753
Spain,ESP,2020-03-16,,7753
Spain,ESP,2020-03-17,,9191
Spain,ESP,2020-03-18,30000,11178
Spain,ESP,2020-03-19,,13716
Spain,ESP,2020-03-20,,17147
Spain,ESP,2020-03-21,,19980
Spain,ESP,2020-03-22,,24926
Spain,ESP,2020-03-23,,28572
Spain,ESP,2020-03-24,,33089
Spain,ESP,2020-03-25,,39673
Spain,ESP,2020-03-26,,47610
Sri Lanka,LKA,2019-12-31,,0
Sri Lanka,LKA,2020-01-01,,0
Sri Lanka,LKA,2020-01-02,,0
Sri Lanka,LKA,2020-01-03,,0
Sri Lanka,LKA,2020-01-04,,0
Sri Lanka,LKA,2020-01-05,,0
Sri Lanka,LKA,2020-01-06,,0
Sri Lanka,LKA,2020-01-07,,0
Sri Lanka,LKA,2020-01-08,,0
Sri Lanka,LKA,2020-01-09,,0
Sri Lanka,LKA,2020-01-10,,0
Sri Lanka,LKA,2020-01-11,,0
Sri Lanka,LKA,2020-01-12,,0
Sri Lanka,LKA,2020-01-13,,0
Sri Lanka,LKA,2020-01-14,,0
Sri Lanka,LKA,2020-01-15,,0
Sri Lanka,LKA,2020-01-16,,0
Sri Lanka,LKA,2020-01-17,,0
Sri Lanka,LKA,2020-01-18,,0
Sri Lanka,LKA,2020-01-19,,0
Sri Lanka,LKA,2020-01-20,,0
Sri Lanka,LKA,2020-01-21,,0
Sri Lanka,LKA,2020-01-22,,0
Sri Lanka,LKA,2020-01-23,,0
Sri Lanka,LKA,2020-01-24,,0
Sri Lanka,LKA,2020-01-25,,0
Sri Lanka,LKA,2020-01-26,,0
Sri Lanka,LKA,2020-01-27,,0
Sri Lanka,LKA,2020-01-28,,1
Sri Lanka,LKA,2020-01-29,,1
Sri Lanka,LKA,2020-01-30,,1
Sri Lanka,LKA,2020-01-31,,1
Sri Lanka,LKA,2020-02-01,,1
Sri Lanka,LKA,2020-02-02,,1
Sri Lanka,LKA,2020-02-03,,1
Sri Lanka,LKA,2020-02-04,,1
Sri Lanka,LKA,2020-02-05,,1
Sri Lanka,LKA,2020-02-06,,1
Sri Lanka,LKA,2020-02-07,,1
Sri Lanka,LKA,2020-02-08,,1
Sri Lanka,LKA,2020-02-09,,1
Sri Lanka,LKA,2020-02-10,,1
Sri Lanka,LKA,2020-02-11,,1
Sri Lanka,LKA,2020-02-12,,1
Sri Lanka,LKA,2020-02-13,,1
Sri Lanka,LKA,2020-02-14,,1
Sri Lanka,LKA,2020-02-15,,1
Sri Lanka,LKA,2020-02-16,,1
Sri Lanka,LKA,2020-02-17,,1
Sri Lanka,LKA,2020-02-18,,1
Sri Lanka,LKA,2020-02-19,,1
Sri Lanka,LKA,2020-02-20,,1
Sri Lanka,LKA,2020-02-21,,1
Sri Lanka,LKA,2020-02-22,,1
Sri Lanka,LKA,2020-02-23,,1
Sri Lanka,LKA,2020-02-24,,1
Sri Lanka,LKA,2020-02-25,,1
Sri Lanka,LKA,2020-02-26,,1
Sri Lanka,LKA,2020-02-27,,1
Sri Lanka,LKA,2020-02-28,,1
Sri Lanka,LKA,2020-02-29,,1
Sri Lanka,LKA,2020-03-01,,1
Sri Lanka,LKA,2020-03-02,,1
Sri Lanka,LKA,2020-03-12,,2
Sri Lanka,LKA,2020-03-13,,3
Sri Lanka,LKA,2020-03-14,,6
Sri Lanka,LKA,2020-03-15,,11
Sri Lanka,LKA,2020-03-16,,19
Sri Lanka,LKA,2020-03-17,,29
Sri Lanka,LKA,2020-03-18,,42
Sri Lanka,LKA,2020-03-19,,42
Sri Lanka,LKA,2020-03-20,,53
Sri Lanka,LKA,2020-03-21,,66
Sri Lanka,LKA,2020-03-22,,78
Sri Lanka,LKA,2020-03-23,,87
Sri Lanka,LKA,2020-03-24,,97
Sri Lanka,LKA,2020-03-25,,102
Sri Lanka,LKA,2020-03-26,,102
Sudan,SDN,2020-03-14,,1
Sudan,SDN,2020-03-15,,1
Sudan,SDN,2020-03-16,,1
Sudan,SDN,2020-03-17,,1
Sudan,SDN,2020-03-18,,1
Sudan,SDN,2020-03-19,,2
Sudan,SDN,2020-03-20,,2
Sudan,SDN,2020-03-21,,2
Sudan,SDN,2020-03-22,,2
Sudan,SDN,2020-03-23,,2
Sudan,SDN,2020-03-24,,2
Sudan,SDN,2020-03-25,,3
Sudan,SDN,2020-03-26,,3
Suriname,SUR,2020-03-15,,1
Suriname,SUR,2020-03-21,,1
Suriname,SUR,2020-03-22,,5
Suriname,SUR,2020-03-23,,5
Suriname,SUR,2020-03-24,,6
Suriname,SUR,2020-03-25,,8
Suriname,SUR,2020-03-26,,8
Swaziland,SWZ,2020-03-15,,1
Swaziland,SWZ,2020-03-16,,1
Swaziland,SWZ,2020-03-17,,1
Swaziland,SWZ,2020-03-18,,1
Swaziland,SWZ,2020-03-19,,1
Swaziland,SWZ,2020-03-20,,1
Swaziland,SWZ,2020-03-21,,1
Swaziland,SWZ,2020-03-22,,1
Swaziland,SWZ,2020-03-23,,4
Swaziland,SWZ,2020-03-24,,4
Swaziland,SWZ,2020-03-25,,4
Swaziland,SWZ,2020-03-26,,4
Sweden,SWE,2019-12-31,,0
Sweden,SWE,2020-01-01,,0
Sweden,SWE,2020-01-02,,0
Sweden,SWE,2020-01-03,,0
Sweden,SWE,2020-01-04,,0
Sweden,SWE,2020-01-05,,0
Sweden,SWE,2020-01-06,,0
Sweden,SWE,2020-01-07,,0
Sweden,SWE,2020-01-08,,0
Sweden,SWE,2020-01-09,,0
Sweden,SWE,2020-01-10,,0
Sweden,SWE,2020-01-11,,0
Sweden,SWE,2020-01-12,,0
Sweden,SWE,2020-01-13,,0
Sweden,SWE,2020-01-14,,0
Sweden,SWE,2020-01-15,,0
Sweden,SWE,2020-01-16,,0
Sweden,SWE,2020-01-17,,0
Sweden,SWE,2020-01-18,,0
Sweden,SWE,2020-01-19,,0
Sweden,SWE,2020-01-20,,0
Sweden,SWE,2020-01-21,,0
Sweden,SWE,2020-01-22,,0
Sweden,SWE,2020-01-23,,0
Sweden,SWE,2020-01-24,,0
Sweden,SWE,2020-01-25,,0
Sweden,SWE,2020-01-26,,0
Sweden,SWE,2020-01-27,,0
Sweden,SWE,2020-01-28,,0
Sweden,SWE,2020-01-29,,0
Sweden,SWE,2020-01-30,,0
Sweden,SWE,2020-01-31,,0
Sweden,SWE,2020-02-01,,1
Sweden,SWE,2020-02-02,,1
Sweden,SWE,2020-02-03,,1
Sweden,SWE,2020-02-04,,1
Sweden,SWE,2020-02-05,,1
Sweden,SWE,2020-02-06,,1
Sweden,SWE,2020-02-07,,1
Sweden,SWE,2020-02-08,,1
Sweden,SWE,2020-02-09,,1
Sweden,SWE,2020-02-10,,1
Sweden,SWE,2020-02-11,,1
Sweden,SWE,2020-02-12,,1
Sweden,SWE,2020-02-13,,1
Sweden,SWE,2020-02-14,,1
Sweden,SWE,2020-02-15,,1
Sweden,SWE,2020-02-16,,1
Sweden,SWE,2020-02-17,,1
